"quantity_name","units"
"A","No units found"
"aba_decay_constant","No units found"
"aba_influence_coefficient","No units found"
"absorbed_shortwave","J / (m^2 leaf) / s"
"absorptivity_par","dimensionless"
"acceleration_from_gravity","No units found"
"alpha","mol / mol"
"alpha_rue","dimensionless"
"alpha1","mol / mol"
"alphab1","No units found"
"alphaLeaf","dimensionless"
"alphaRoot","dimensionless"
"alphaSeneLeaf","dimensionless"
"alphaSeneRhizome","dimensionless"
"alphaSeneRoot","dimensionless"
"alphaSeneStem","dimensionless"
"alphaStem","dimensionless"
"Assim","micromol / m^2 / s"
"Assim","micromole / m^2 /s"
"assimilation_adjustment_factor_WS","dimensionless"
"assimilation_carbon_limited","mol / m^2 / s"
"assimilation_gross","mol / m^2 / s"
"assimilation_light_limited","mol / m^2 / s"
"assimilation_net","mol / m^2 / s"
"assimilation_rubisco_limited","mol / m^2 / s"
"atmospheric_co2_concentration","No units found"
"atmospheric_pressure","Pa"
"atmospheric_scattering","dimensionless"
"atmospheric_transmittance","dimensionless"
"average_absorbed_shortwave","J / (m^2 leaf) / s"
"average_absorbed_shortwave_layer_0","J / (m^2 leaf) / s"
"average_absorbed_shortwave_layer_1","J / (m^2 leaf) / s"
"average_absorbed_shortwave_layer_2","J / (m^2 leaf) / s"
"average_absorbed_shortwave_layer_3","J / (m^2 leaf) / s"
"average_absorbed_shortwave_layer_4","J / (m^2 leaf) / s"
"average_absorbed_shortwave_layer_5","J / (m^2 leaf) / s"
"average_absorbed_shortwave_layer_6","J / (m^2 leaf) / s"
"average_absorbed_shortwave_layer_7","J / (m^2 leaf) / s"
"average_absorbed_shortwave_layer_8","J / (m^2 leaf) / s"
"average_absorbed_shortwave_layer_9","J / (m^2 leaf) / s"
"average_incident_ppfd_layer_0","J / (m^2 leaf) / s"
"average_incident_ppfd_layer_1","J / (m^2 leaf) / s"
"average_incident_ppfd_layer_2","J / (m^2 leaf) / s"
"average_incident_ppfd_layer_3","J / (m^2 leaf) / s"
"average_incident_ppfd_layer_4","J / (m^2 leaf) / s"
"average_incident_ppfd_layer_5","J / (m^2 leaf) / s"
"average_incident_ppfd_layer_6","J / (m^2 leaf) / s"
"average_incident_ppfd_layer_7","J / (m^2 leaf) / s"
"average_incident_ppfd_layer_8","J / (m^2 leaf) / s"
"average_incident_ppfd_layer_9","J / (m^2 leaf) / s"
"B","No units found"
"b0","mol / m^2 / s"
"b1","dimensionless"
"ball_berry_intercept","mol / m^2 / s"
"ball_berry_slope","dimensionless from [mol / m^2 / s] / [mol / m^2 / s]"
"ball_berry_slope","dimensionless"
"bb0","mol / m^2 / s"
"bb1","dimensionless"
"beta","dimensionless"
"betaLeaf","dimensionless"
"betaRoot","dimensionless"
"betaSeneLeaf","dimensionless"
"betaSeneRhizome","dimensionless"
"betaSeneRoot","dimensionless"
"betaSeneStem","dimensionless"
"betaStem","dimensionless"
"C","No units found"
"Ca","No units found"
"canopy_assimilation_rate","Mg / ha / hr"
"canopy_assimilation_rate","Mg / ha / hour"
"canopy_conductance","Mg / ha / hr"
"canopy_conductance","mmol / m^2 / hr"
"canopy_conductance","mmol / m^2 / s"
"canopy_transpiration_rate","Mg / ha / hr"
"carboxylation_rate","No units found"
"Catm","micromol / mol"
"Catm","micromole / mol"
"chil","dimensionless from m^2 / m^2"
"chil","dimensionless"
"Ci","micromol / mol"
"Ci","micromole / mol"
"cLc","No units found"
"cLm","No units found"
"cLn","No units found"
"clock_area_asymm","No units found"
"clock_dead_width","No units found"
"clock_gamma","No units found"
"clock_period","No units found"
"clock_r_scale","No units found"
"clock_r0","No units found"
"clock_width_asymm","No units found"
"collatz_alpha","dimensionless"
"collatz_beta","dimensionless"
"collatz_k","mol / m^2 / s"
"collatz_KT","mol / m^2 / s"
"collatz_PAR_flux","mol / m^2 / s"
"collatz_q10","dimensionless"
"collatz_rd","mol / m^2 / s"
"collatz_RT","mol / m^2 / s"
"collatz_rubisco_temperature_lower","deg. C"
"collatz_rubisco_temperature_upper","deg. C"
"collatz_theta","dimensionless"
"collatz_vmax","mol / m^2 / s"
"collatz_VT","mol / m^2 / s"
"conductance_adjustment_factor_WS","dimensionless"
"conductance_boundary_co2","mol / m^2 / s"
"conductance_boundary_h2o","mol / m^2 / s"
"conductance_boundary_h2o_forced","mol / m^2 / s"
"conductance_boundary_h2o_free","mol / m^2 / s"
"conductance_ratio_boundary","dimensionless"
"conductance_ratio_stomata","dimensionless"
"conductance_stomatal_co2","mol / m^2 / s"
"conductance_stomatal_h2o","mol / m^2 / s"
"conductance_stomatal_h2o_min","mol / m^2 / s"
"COP1_cytoplasm","No units found"
"COP1_nuclear_day","No units found"
"COP1_nuclear_night","No units found"
"cosine_zenith_angle","dimensionless"
"cPn","No units found"
"cTc","No units found"
"cTm","No units found"
"cTn","No units found"
"cws1","No units found"
"cws2","No units found"
"cXc","No units found"
"cXm","No units found"
"cXn","No units found"
"cYc","No units found"
"cYm","No units found"
"cYn","No units found"
"D","No units found"
"dawn_a","No units found"
"dawn_b","No units found"
"dawn_kick","No units found"
"dawn_phase","No units found"
"dawn_radius","No units found"
"day_length","hours"
"day_tracker","No units found"
"development_rate_per_hour","hour^-1"
"dusk_a","No units found"
"dusk_b","No units found"
"dusk_kick","No units found"
"dusk_phase","No units found"
"dusk_radius","No units found"
"DVI","dimensionless"
"DVI","dimensionless, development index"
"DVI","dimensionless; development index, see Osborne et al. 2015"
"E","No units found"
"EC","No units found"
"ed_c4_leaf_photosynthesis_ncalls","No units found"
"ed_c4_leaf_photosynthesis_nsteps","No units found"
"ed_c4_leaf_photosynthesis_success","No units found"
"ed_c4_leaf_photosynthesis2_ncalls","No units found"
"ed_c4_leaf_photosynthesis2_nsteps","No units found"
"ed_c4_leaf_photosynthesis2_success","No units found"
"ed_c4_leaf_photosynthesis3_ncalls","No units found"
"ed_c4_leaf_photosynthesis3_nsteps","No units found"
"ed_c4_leaf_photosynthesis3_success","No units found"
"ed_c4_leaf_photosynthesis4_ncalls","No units found"
"ed_c4_leaf_photosynthesis4_nsteps","No units found"
"ed_c4_leaf_photosynthesis4_success","No units found"
"ed_nikolov_conductance_free_solve_ncalls","No units found"
"ed_nikolov_conductance_free_solve_nsteps","No units found"
"ed_nikolov_conductance_free_solve_success","No units found"
"ed_p_m_temperature_solve_ncalls","No units found"
"ed_p_m_temperature_solve_nsteps","No units found"
"ed_p_m_temperature_solve_success","No units found"
"electrons_per_carboxylation","self-explanatory units"
"electrons_per_carboxylation","electron / carboxylation"
"electrons_per_oxygenation","self-explanatory units"
"electrons_per_oxygenation","electron / oxygenation"
"ELF3_cytoplasm","No units found"
"ELF3_mRNA","No units found"
"ELF3_nuclear","No units found"
"ELF4_mRNA","No units found"
"ELF4_prot","No units found"
"emissivity_leaf","dimensionless"
"EPenman","mmol / m^2 / s"
"EPriestly","mmol / m^2 / s"
"et_equation","a dimensionless switch"
"evapotranspiration","No units found"
"evapotranspiration_penman","mol / m^2 / s"
"evapotranspiration_penman_monteith","mol / m^2 / s"
"evapotranspiration_priestly","mol / m^2 / s"
"GI_ELF3_cytoplasm","No units found"
"GI_mRNA","No units found"
"GI_prot_cytoplasm","No units found"
"GI_ZTL","No units found"
"Grain","Mg / ha / hour"
"Grain","Mg / ha"
"grain_TTc","No units found"
"grimm_flowering","dimensionless"
"grimm_flowering_threshold","physiological days"
"grimm_juvenile_pd_threshold","physiological days"
"grimm_juvenile_T0","degrees C"
"grimm_juvenile_T1","degrees C"
"grimm_juvenile_T2","degrees C"
"grimm_juvenile_T3","degrees C"
"grimm_N_min","hours"
"grimm_N_opt","hours"
"grimm_physiological_age","physiological days / hr"
"grimm_physiological_age","physiological days"
"grimm_rate","physiological days / hr"
"grimm_rate_photoperiod","physiological days / day"
"grimm_rate_temperature","physiological days / day"
"grimm_T_min","degrees C"
"grimm_T_opt","degrees C"
"GrossAssim","micromol / m^2 / s"
"GrossAssim","Mg / ha / hr"
"GrossAssim","micromole / m^2 /s"
"growth_respiration_fraction","No units found"
"Gs","millimol / m^2 / s"
"Gs","mmol / m^2 / s"
"Gs_min","mol / m^2 / s"
"Gstar","No units found"
"height","m"
"height_layer_0","m"
"height_layer_1","m"
"height_layer_2","m"
"height_layer_3","m"
"height_layer_4","m"
"height_layer_5","m"
"height_layer_6","m"
"height_layer_7","m"
"height_layer_8","m"
"height_layer_9","m"
"heightf","m^-1 from (m^2 / m^2) / m.  Leaf area density; LAI per height of canopy."
"HFR1","No units found"
"HY5","No units found"
"hydrDist","No units found"
"incident_average_par_layer_0","J / (m^2 leaf) / s"
"incident_average_par_layer_1","J / (m^2 leaf) / s"
"incident_average_par_layer_2","J / (m^2 leaf) / s"
"incident_average_par_layer_3","J / (m^2 leaf) / s"
"incident_average_par_layer_4","J / (m^2 leaf) / s"
"incident_average_par_layer_5","J / (m^2 leaf) / s"
"incident_average_par_layer_6","J / (m^2 leaf) / s"
"incident_average_par_layer_7","J / (m^2 leaf) / s"
"incident_average_par_layer_8","J / (m^2 leaf) / s"
"incident_average_par_layer_9","J / (m^2 leaf) / s"
"incident_ppfd","micromol / (m^2 leaf) / s"
"incident_ppfd_scattered_layer_0","micromol / (m^2 leaf) / s"
"incident_ppfd_scattered_layer_1","micromol / (m^2 leaf) / s"
"incident_ppfd_scattered_layer_2","micromol / (m^2 leaf) / s"
"incident_ppfd_scattered_layer_3","micromol / (m^2 leaf) / s"
"incident_ppfd_scattered_layer_4","micromol / (m^2 leaf) / s"
"incident_ppfd_scattered_layer_5","micromol / (m^2 leaf) / s"
"incident_ppfd_scattered_layer_6","micromol / (m^2 leaf) / s"
"incident_ppfd_scattered_layer_7","micromol / (m^2 leaf) / s"
"incident_ppfd_scattered_layer_8","micromol / (m^2 leaf) / s"
"incident_ppfd_scattered_layer_9","micromol / (m^2 leaf) / s"
"incident_scattered_par_layer_0","J / (m^2 leaf) / s"
"incident_scattered_par_layer_1","J / (m^2 leaf) / s"
"incident_scattered_par_layer_2","J / (m^2 leaf) / s"
"incident_scattered_par_layer_3","J / (m^2 leaf) / s"
"incident_scattered_par_layer_4","J / (m^2 leaf) / s"
"incident_scattered_par_layer_5","J / (m^2 leaf) / s"
"incident_scattered_par_layer_6","J / (m^2 leaf) / s"
"incident_scattered_par_layer_7","J / (m^2 leaf) / s"
"incident_scattered_par_layer_8","J / (m^2 leaf) / s"
"incident_scattered_par_layer_9","J / (m^2 leaf) / s"
"irradiance_diffuse_fraction","dimensionless"
"irradiance_diffuse_transmittance","dimensionless"
"irradiance_direct_fraction","dimensionless"
"irradiance_direct_transmittance","dimensionless"
"iSp","No units found"
"J","No units found"
"jmax","micromol / m^2 / s"
"jmax","micromole / m^2 / s"
"Kc","No units found"
"kd","(m^2 ground) / (m^2 leaf)"
"kGrain","dimensionless"
"kGrain","dimensionless, fraction carbon allocated to"
"kGrain_scale","No units found"
"kGrain1","No units found"
"kGrain2","No units found"
"kGrain3","No units found"
"kGrain4","No units found"
"kGrain5","No units found"
"kGrain6","No units found"
"kick_strength","No units found"
"kinetic_energy","J"
"kLeaf","dimensionless"
"kLeaf","dimesnionless"
"kLeaf","dimensionless, fraction carbon allocated to"
"kLeaf1","No units found"
"kLeaf2","No units found"
"kLeaf3","No units found"
"kLeaf4","No units found"
"kLeaf5","No units found"
"kLeaf6","No units found"
"kln","No units found"
"KmGrain","No units found"
"KmLeaf","No units found"
"KmRhizome","No units found"
"KmRoot","No units found"
"KmStem","No units found"
"Ko","No units found"
"kparm","mol / mol"
"kparm","mol / m^2 / s"
"kpLN","dimensionless"
"kRhizome","dimensionless"
"kRhizome","dimensionless, fraction carbon allocated to"
"kRhizome_emr","dimensionless"
"kRhizome1","No units found"
"kRhizome2","No units found"
"kRhizome3","No units found"
"kRhizome4","No units found"
"kRhizome5","No units found"
"kRhizome6","No units found"
"kRoot","dimensionless"
"kRoot","dimensionless, fraction carbon allocated to"
"kRoot1","No units found"
"kRoot2","No units found"
"kRoot3","No units found"
"kRoot4","No units found"
"kRoot5","No units found"
"kRoot6","No units found"
"kSeneLeaf","dimensionless"
"kSeneLeaf","dimensionless, fraction of Leaf senesced"
"kSeneRhizome","dimensionless"
"kSeneRhizome","dimensionless, fraction of Rhizome senesced"
"kSeneRoot","dimensionless"
"kSeneRoot","dimensionless, fraction of Root senesced"
"kSeneStem","dimensionless"
"kSeneStem","dimensionless, fraction of Stem senesced"
"kStem","dimensionless"
"kStem","dimensionless, fraction carbon allocated to"
"kStem1","No units found"
"kStem2","No units found"
"kStem3","No units found"
"kStem4","No units found"
"kStem5","No units found"
"kStem6","No units found"
"lai","dimensionless from (m^2 leaf) / (m^2 ground). LAI of entire canopy."
"lai","dimensionless"
"lat","degrees (North is positive)"
"lat","degrees"
"latent_heat_vaporization_of_water","J / kg"
"Leaf","Mg / ha"
"Leaf","Mg / ha / hour"
"leaf_boundary_layer_conductance","m / s"
"leaf_net_irradiance","W / m^2. Leaf area basis"
"leaf_net_irradiance","J / m^2 / s (leaf area basis)"
"leaf_reflectance","dimensionless"
"leaf_senescence_index","dimensionless"
"leaf_senescence_index","hour^-1"
"leaf_shape_factor","(m^2 ground) / (m^2 leaf)"
"leaf_stomatal_conductance","mmol / m^2 / s"
"leaf_temperature","deg. C"
"leaf_temperature","degrees C"
"leaf_transmittance","dimensionless"
"leaf_transpiration_rate","kg / m^2 / s (leaf area basis)"
"leafdeathrate","percent"
"leafdeathrate","percent / hour"
"LeafLitter","Mg / ha"
"LeafLitter","Mg / ha / hour"
"LeafN","mmol / m^2 (?)"
"LeafN_0","No units found"
"LeafN_layer_0","mmol / m^2 (?)"
"LeafN_layer_1","mmol / m^2 (?)"
"LeafN_layer_2","mmol / m^2 (?)"
"LeafN_layer_3","mmol / m^2 (?)"
"LeafN_layer_4","mmol / m^2 (?)"
"LeafN_layer_5","mmol / m^2 (?)"
"LeafN_layer_6","mmol / m^2 (?)"
"LeafN_layer_7","mmol / m^2 (?)"
"LeafN_layer_8","mmol / m^2 (?)"
"LeafN_layer_9","mmol / m^2 (?)"
"leafwidth","m"
"LeafWS","dimensionless"
"LHY_mRNA","No units found"
"LHY_prot","No units found"
"LHY_prot_modif","No units found"
"light","No units found"
"light_exp_at_zero","No units found"
"light_threshold","No units found"
"lnb0","No units found"
"lnb1","No units found"
"lnfun","a dimensionless switch"
"long_wave_energy_loss_leaf","J / m^2 / s"
"long_wave_energy_loss_leaf","W / m^2"
"lowerT","degrees C"
"lowerT","deg. C"
"LUX_mRNA","No units found"
"LUX_prot","No units found"
"mass","kg"
"mass_fraction_grain","No units found"
"mass_fraction_leaf","No units found"
"mass_fraction_rhizome","No units found"
"mass_fraction_root","No units found"
"mass_fraction_stem","No units found"
"maturity_group","dimensionless; maturity group of soybean cultivar"
"max_b1","No units found"
"maximum_tpu_rate","No units found"
"mole_fraction_co2_atmosphere","dimensionless from mol / mol"
"mole_fraction_co2_intercellular","dimensionless from mol / mol"
"mole_fraction_co2_intercellular","mol / mol"
"mole_fraction_co2_leaf_surface","dimensionless from mol / mol"
"mole_fraction_h2o_atmosphere","dimensionless from mol / mol"
"mole_fraction_h2o_atmosphere","dimensionless"
"mole_fraction_h2o_intercellular","dimensionless from mol / mol"
"mole_fraction_h2o_leaf_surface","dimensionless from Pa / Pa"
"mole_fraction_h2o_leaf_surface","dimensionless from mol / mol"
"mrc1","dimensionless"
"mrc2","dimensionless"
"nalphab0","No units found"
"nalphab1","No units found"
"net_assimilation_rate","No units found"
"net_assimilation_rate_grain","Mg / ha / hour"
"net_assimilation_rate_leaf","Mg / ha / hour"
"net_assimilation_rate_rhizome","Mg / ha / hour"
"net_assimilation_rate_root","Mg / ha / hour"
"net_assimilation_rate_stem","Mg / ha / hour"
"night_length","No units found"
"night_tracker","No units found"
"nikolov_ce","dimensionless, usually 1.6361e-3"
"nikolov_cf","dimensionless, usually 4.322e-3"
"nikolov_virtual_temperature_difference","degrees C"
"nileafn","No units found"
"nir_incident_diffuse","J / m^2 / s        [through any plane]"
"nir_incident_direct","J / (m^2 beam) / s [area perpendicular to beam]"
"nkln","No units found"
"nkpLN","No units found"
"nlayers","No units found"
"nlnb0","No units found"
"nlnb1","No units found"
"nRdb0","No units found"
"nRdb1","No units found"
"nvmaxb0","No units found"
"nvmaxb1","No units found"
"O2","millimol / mol"
"O2","mmol / mol"
"P","No units found"
"par_energy_content","J / micromol"
"par_energy_fraction","dimensionless"
"par_incident_diffuse","J / m^2 / s        [through any plane]"
"par_incident_direct","J / (m^2 beam) / s [area perpendicular to beam]"
"phi","No units found"
"phi1","No units found"
"phi2","dimensionless"
"PhiN","No units found"
"position","m"
"position","m / s"
"precip","No units found"
"precipitation_rate","No units found"
"PRR5_NI_mRNA","No units found"
"PRR5_NI_prot","No units found"
"PRR7_mRNA","No units found"
"PRR7_prot","No units found"
"PRR9_mRNA","No units found"
"PRR9_prot","No units found"
"psychrometric_parameter","kg / m^3 / deg. K"
"psychrometric_parameter","kg / m^3 / K"
"Qp","micromol / m^2 / s"
"rate_constant_grain","No units found"
"rate_constant_leaf","No units found"
"rate_constant_leaf_senescence","No units found"
"rate_constant_rhizome","No units found"
"rate_constant_rhizome_senescence","No units found"
"rate_constant_root","No units found"
"rate_constant_root_senescence","No units found"
"rate_constant_stem","No units found"
"rate_constant_stem_senescence","No units found"
"rateSeneLeaf","dimensionless, maximum percentage of leaf senesced at a given timestep"
"rateSeneRhizome","dimensionless, maximum percentage of rhizome senesced at a given timestep"
"rateSeneRoot","dimensionless, maximum percentage of root senesced at a given timestep"
"rateSeneStem","dimensionless, maximum percentage of stem senesced at a given timestep"
"Rd","micromol / m^2 / s"
"Rd","micromole / m^2 / s"
"ref_a","No units found"
"ref_b","No units found"
"ref_phase","No units found"
"ref_radius","No units found"
"remobilization_fraction","dimensionless, fraction of senesced leaf"
"remobilization_fraction","dimensionless"
"resistance_leaf_to_stem","No units found"
"resistance_stem_to_grain","No units found"
"resistance_stem_to_rhizome","No units found"
"resistance_stem_to_root","No units found"
"respiration","mol / m^2 / s"
"retrans","dimensionless"
"retrans_rhizome","dimensionless"
"rfl","No units found"
"rh","dimensionless"
"rh","dimensionless from Pa / Pa"
"rh","unitless from Pa / Pa"
"rh_layer_0","dimensionless from Pa / Pa"
"rh_layer_0","dimensionless"
"rh_layer_1","dimensionless from Pa / Pa"
"rh_layer_1","dimensionless"
"rh_layer_2","dimensionless from Pa / Pa"
"rh_layer_2","dimensionless"
"rh_layer_3","dimensionless from Pa / Pa"
"rh_layer_3","dimensionless"
"rh_layer_4","dimensionless from Pa / Pa"
"rh_layer_4","dimensionless"
"rh_layer_5","dimensionless from Pa / Pa"
"rh_layer_5","dimensionless"
"rh_layer_6","dimensionless from Pa / Pa"
"rh_layer_6","dimensionless"
"rh_layer_7","dimensionless from Pa / Pa"
"rh_layer_7","dimensionless"
"rh_layer_8","dimensionless from Pa / Pa"
"rh_layer_8","dimensionless"
"rh_layer_9","dimensionless from Pa / Pa"
"rh_layer_9","dimensionless"
"Rhizome","Mg / ha"
"Rhizome","Mg / ha / hour"
"rhizome_senescence_index","dimensionless"
"rhizome_senescence_index","hour^-1"
"RhizomeLitter","Mg / ha"
"RhizomeLitter","Mg / ha / hour"
"Rmax_emrV0","day^-1"
"Root","Mg / ha"
"Root","Mg / ha / hour"
"root_senescence_index","dimensionless"
"root_senescence_index","hour^-1"
"RootLitter","Mg / ha"
"RootLitter","Mg / ha / hour"
"rsdf","No units found"
"rsec","No units found"
"saturation_water_vapor_pressure","Pa"
"saturation_water_vapor_pressure_atmosphere","Pa"
"seneLeaf","degree C * day"
"seneRhizome","degree C * day"
"seneRoot","degree C * day"
"senescence_leaf","No units found"
"senescence_rhizome","No units found"
"senescence_root","No units found"
"senescence_stem","No units found"
"seneStem","degree C * day"
"sensible_heat_loss","J / m^2 / s"
"shaded_absorbed_shortwave_layer_0","J / (m^2 leaf) / s"
"shaded_absorbed_shortwave_layer_1","J / (m^2 leaf) / s"
"shaded_absorbed_shortwave_layer_2","J / (m^2 leaf) / s"
"shaded_absorbed_shortwave_layer_3","J / (m^2 leaf) / s"
"shaded_absorbed_shortwave_layer_4","J / (m^2 leaf) / s"
"shaded_absorbed_shortwave_layer_5","J / (m^2 leaf) / s"
"shaded_absorbed_shortwave_layer_6","J / (m^2 leaf) / s"
"shaded_absorbed_shortwave_layer_7","J / (m^2 leaf) / s"
"shaded_absorbed_shortwave_layer_8","J / (m^2 leaf) / s"
"shaded_absorbed_shortwave_layer_9","J / (m^2 leaf) / s"
"shaded_Assim_layer_0","micromole / m^2 /s"
"shaded_Assim_layer_1","micromole / m^2 /s"
"shaded_Assim_layer_2","micromole / m^2 /s"
"shaded_Assim_layer_3","micromole / m^2 /s"
"shaded_Assim_layer_4","micromole / m^2 /s"
"shaded_Assim_layer_5","micromole / m^2 /s"
"shaded_Assim_layer_6","micromole / m^2 /s"
"shaded_Assim_layer_7","micromole / m^2 /s"
"shaded_Assim_layer_8","micromole / m^2 /s"
"shaded_Assim_layer_9","micromole / m^2 /s"
"shaded_assimilation_adjustment_factor_WS_layer_0","dimensionless"
"shaded_assimilation_adjustment_factor_WS_layer_1","dimensionless"
"shaded_assimilation_adjustment_factor_WS_layer_2","dimensionless"
"shaded_assimilation_adjustment_factor_WS_layer_3","dimensionless"
"shaded_assimilation_adjustment_factor_WS_layer_4","dimensionless"
"shaded_assimilation_adjustment_factor_WS_layer_5","dimensionless"
"shaded_assimilation_adjustment_factor_WS_layer_6","dimensionless"
"shaded_assimilation_adjustment_factor_WS_layer_7","dimensionless"
"shaded_assimilation_adjustment_factor_WS_layer_8","dimensionless"
"shaded_assimilation_adjustment_factor_WS_layer_9","dimensionless"
"shaded_assimilation_carbon_limited_layer_0","mol / m^2 / s"
"shaded_assimilation_carbon_limited_layer_1","mol / m^2 / s"
"shaded_assimilation_carbon_limited_layer_2","mol / m^2 / s"
"shaded_assimilation_carbon_limited_layer_3","mol / m^2 / s"
"shaded_assimilation_carbon_limited_layer_4","mol / m^2 / s"
"shaded_assimilation_carbon_limited_layer_5","mol / m^2 / s"
"shaded_assimilation_carbon_limited_layer_6","mol / m^2 / s"
"shaded_assimilation_carbon_limited_layer_7","mol / m^2 / s"
"shaded_assimilation_carbon_limited_layer_8","mol / m^2 / s"
"shaded_assimilation_carbon_limited_layer_9","mol / m^2 / s"
"shaded_assimilation_gross_layer_0","mol / m^2 /s"
"shaded_assimilation_gross_layer_0","mol / m^2 / s"
"shaded_assimilation_gross_layer_1","mol / m^2 /s"
"shaded_assimilation_gross_layer_1","mol / m^2 / s"
"shaded_assimilation_gross_layer_2","mol / m^2 /s"
"shaded_assimilation_gross_layer_2","mol / m^2 / s"
"shaded_assimilation_gross_layer_3","mol / m^2 /s"
"shaded_assimilation_gross_layer_3","mol / m^2 / s"
"shaded_assimilation_gross_layer_4","mol / m^2 /s"
"shaded_assimilation_gross_layer_4","mol / m^2 / s"
"shaded_assimilation_gross_layer_5","mol / m^2 /s"
"shaded_assimilation_gross_layer_5","mol / m^2 / s"
"shaded_assimilation_gross_layer_6","mol / m^2 /s"
"shaded_assimilation_gross_layer_6","mol / m^2 / s"
"shaded_assimilation_gross_layer_7","mol / m^2 /s"
"shaded_assimilation_gross_layer_7","mol / m^2 / s"
"shaded_assimilation_gross_layer_8","mol / m^2 /s"
"shaded_assimilation_gross_layer_8","mol / m^2 / s"
"shaded_assimilation_gross_layer_9","mol / m^2 /s"
"shaded_assimilation_gross_layer_9","mol / m^2 / s"
"shaded_assimilation_light_limited_layer_0","mol / m^2 / s"
"shaded_assimilation_light_limited_layer_1","mol / m^2 / s"
"shaded_assimilation_light_limited_layer_2","mol / m^2 / s"
"shaded_assimilation_light_limited_layer_3","mol / m^2 / s"
"shaded_assimilation_light_limited_layer_4","mol / m^2 / s"
"shaded_assimilation_light_limited_layer_5","mol / m^2 / s"
